artist_name,artist_genre,track_name,track_id,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
BLACKPINK,"['k-pop', 'k-pop girl group']",Pink Venom,0skYUMpS0AcbpjcGsAbRGj,91,2022,0.798,0.697,0,-7.139,1,0.0891,0.0202,0.0,0.259,0.745,90.031,186964,4
Steve Lacy,"['afrofuturism', 'pop']",Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,92,2022,0.686,0.507,1,-7.097,1,0.0357,0.626,7.51e-05,0.383,0.69,168.955,232115,4
Joji,['viral pop'],Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ,95,2022,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,233456,3
BLACKPINK,"['k-pop', 'k-pop girl group']",Shut Down,0ARKW62l9uWIDYMZTUmJHF,88,2022,0.82,0.686,0,-5.102,1,0.038,0.00412,0.0,0.184,0.668,110.058,175889,3
KAROL G,"['reggaeton', 'reggaeton colombiano']",PROVENZA,7dSZ6zGTQx66c2GF91xCrb,94,2022,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,210200,4
Armani White,['indie hip hop'],BILLIE EILISH.,27ZZdyTSQWI7Cug2d2PkqV,88,2022,0.9,0.509,1,-6.647,1,0.257,0.115,1.67e-06,0.0937,0.765,100.007,99283,4
Charlie Puth,"['dance pop', 'pop', 'viral pop']",Left and Right (Feat. Jung Kook of BTS),0mBP9X2gPCuapvpZ7TGDk3,93,2022,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487,4
Lizzo,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",About Damn Time,1PckUlxKqWQs3RlWXVBLw3,90,2022,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,191822,4
Harry Styles,['pop'],Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,93,2022,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955,4
ROSALÍA,['r&b en espanol'],DESPECHÁ,5ildQOEKmJuWGl2vRkFdYc,96,2022,0.919,0.623,7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,157018,4
Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",Super Freaky Girl,4C6Uex2ILwJi9sZXRdmqXp,92,2022,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,170977,4
Harry Styles,['pop'],As It Was,4LRPiXqCikLlN15c3yImP7,96,2022,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
Doja Cat,"['dance pop', 'pop']",Vegas (From the Original Motion Picture Soundtrack ELVIS),0hquQWY3xvYqN4qtiquniF,90,2022,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,182907,4
Post Malone,"['dfw rap', 'melodic rap', 'rap']",I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,92,2022,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,192841,4
OneRepublic,"['piano rock', 'pop', 'pop rock']",I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,96,2022,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4
Bad Bunny,"['reggaeton', 'trap latino']",Ojitos Lindos,3k3NWokhRRkEPhCzPmV8TW,95,2022,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,258299,4
Bad Bunny,"['reggaeton', 'trap latino']",Tití Me Preguntó,1IHWl5LamUGEuP4ozKQSXZ,98,2022,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,243717,4
Omar Apollo,"['bedroom pop', 'bedroom soul', 'pop', 'r&b']",Evergreen (You Didn’t Deserve Me At All),2TktkzfozZifbQhXjT6I33,83,2022,0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,216680,3
Bad Bunny,"['reggaeton', 'trap latino']",Party,4tYFy8ALRjIZvnvSLw5lxN,92,2022,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.000543,0.242,0.471,97.013,227629,4
Steve Lacy,"['afrofuturism', 'pop']",Static,4OmfWzukSVD140NiAIEjem,86,2022,0.335,0.305,1,-12.661,1,0.0741,0.434,0.631,0.101,0.215,79.001,156507,5
Bad Bunny,"['reggaeton', 'trap latino']",Me Porto Bonito,6Sq7ltF9Qa7SNFBsV5Cogx,98,2022,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567,4
Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'pop']",First Class,1rDQ4oMwGJI7B4tovsBOxc,88,2022,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,173948,4
Bizarrap,"['argentine hip hop', 'pop venezolano', 'trap argentino']","Quevedo: Bzrp Music Sessions, Vol. 52",2tTmW7RDtMQtBk7m2rYeSw,100,2022,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,198938,4
Tyler Hubbard,['contemporary country'],5 Foot 9,6AqwH2Y9FJwhUE2dCSkw1u,80,2022,0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,189780,4
Noah Kahan,"['neo mellow', 'pop']",Stick Season,0GNVXNz7Jkicfk2mp5OyG5,81,2022,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,182347,4
David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,96,2022,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4
Bad Bunny,"['reggaeton', 'trap latino']",Después de la Playa,1dm6z1fWB0cErMszU25dy2,89,2022,0.564,0.903,5,-3.221,1,0.307,0.356,0.0,0.175,0.607,78.293,230400,4
Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",WAIT FOR U (feat. Drake & Tems),59nOXPmaKlBfGMDeOVGrIK,89,2022,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,189893,4
Bad Bunny,"['reggaeton', 'trap latino']",Moscow Mule,6Xom58OOXk2SoU711L2IXO,95,2022,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,245940,4
Bad Bunny,"['reggaeton', 'trap latino']",Efecto,5Eax0qFko2dh7Rl2lYs3bx,96,2022,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,213061,4
DJ Khaled,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",STAYING ALIVE (feat. Drake & Lil Baby),0g2Bbgy7P41pFjMWJuzsf4,85,2022,0.718,0.461,4,-7.676,0,0.0797,0.068,0.0,0.283,0.181,129.953,178176,4
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Jimmy Cooks (feat. 21 Savage),3F5CgOj3wFlRv51JsHbxhe,91,2022,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365,4
Harry Styles,['pop'],As It Was,4Dvkj6JhhA12EX05fT7y2e,93,2022,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
Bad Bunny,"['reggaeton', 'trap latino']",Tarot,41oY4WCTj5kccfesTVFnvN,92,2022,0.795,0.684,11,-3.971,0,0.0419,0.0225,0.0,0.658,0.419,114.011,237895,4
Bad Bunny,"['reggaeton', 'trap latino']",La Corriente,1797zYiX4cKosMH836X9Gt,91,2022,0.663,0.786,11,-3.51,0,0.195,0.229,0.0,0.219,0.579,196.12,198367,4
Zach Bryan,['oklahoma country'],Something in the Orange,3WMj8moIAXJhHsyLaqIIHI,86,2022,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,228013,3
Morgan Wallen,"['contemporary country', 'country']",You Proof,5uU1uuyaUIBOiiUSQG7Wl3,86,2022,0.731,0.85,9,-4.913,1,0.0336,0.252,0.0,0.605,0.644,119.706,157478,4
Cole Swindell,"['contemporary country', 'country', 'country road', 'modern country rock']",She Had Me At Heads Carolina,200x8ONbPfFzByUr3fVz46,82,2022,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,206107,4
Bailey Zimmerman,['contemporary country'],Rock and A Hard Place,4686eQ81DEswHa90bcdlC9,84,2022,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,207541,3
Bad Bunny,"['reggaeton', 'trap latino']",Un Ratito,5CzixCxDkRXX9mScCmah8O,89,2022,0.787,0.546,0,-7.094,0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,176936,4
Nardo Wick,"['florida rap', 'rap', 'trap', 'viral rap']",Dah Dah DahDah,2TSfStvlAMLw89u3tali79,83,2022,0.66,0.373,11,-10.234,1,0.595,0.149,0.0,0.106,0.35,167.912,151776,4
Luke Combs,"['contemporary country', 'country']",The Kind of Love We Make,28n8z9IQKyjMPxmvYMBqZa,82,2022,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,224427,4
Gorillaz,['alternative hip hop'],New Gold (feat. Tame Impala and Bootie Brown),64dLd6rVqDLtkXFYrEUHIU,83,2022,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014,215150,3
Beyoncé,"['dance pop', 'pop', 'r&b']",BREAK MY SOUL,2KukL7UlQ8TdvpaA7bY3ZJ,87,2022,0.687,0.887,1,-5.04,0,0.0826,0.0575,2.21e-06,0.27,0.853,114.941,278282,4
Pharrell Williams,"['hip hop', 'pop']",Cash In Cash Out,3S68RFe1lsdCdTMPIMJM3X,81,2022,0.877,0.56,7,-3.751,1,0.0596,0.00721,1.45e-06,0.0839,0.154,119.971,216136,4
Marshmello,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",Numb,10xV5l9nhLvFpR8mqzs0bL,88,2022,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,155589,4
Central Cee,"['drill brasileiro', 'melodic drill']",Doja,3LtpKP5abr2qqjunvjlX5i,93,2022,0.911,0.573,6,-7.43,1,0.288,0.38,0.0,0.403,0.972,140.04,97393,4
IVE,['k-pop girl group'],After LIKE,2gYj9lubBorOPIVWsTXugG,88,2022,0.68,0.922,0,-1.215,1,0.121,0.103,0.0,0.0877,0.799,125.014,176973,4
NewJeans,[],Attention,2pIUpMhHL6L9Z5lnKxJJr9,88,2022,0.811,0.648,10,-3.684,0,0.0368,0.236,0.0,0.0761,0.695,104.988,180067,4
Rema,['nigerian pop'],Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,89,2022,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318,4
Beyoncé,"['dance pop', 'pop', 'r&b']",ALIEN SUPERSTAR,1Hohk6AufHZOrrhMXZppax,85,2022,0.545,0.641,10,-6.398,0,0.0998,0.00453,6.59e-05,0.171,0.464,121.892,215460,4
Rosa Linn,[],SNAP,76OGwb5RA9h4FxQPT33ekc,92,2022,0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,179551,4
Bad Bunny,"['reggaeton', 'trap latino']",Otro Atardecer,0E0DRHf5PfMeor0ZCwB3oT,86,2022,0.777,0.595,2,-6.79,1,0.0375,0.59,0.00139,0.0669,0.546,108.02,244444,4
Imagine Dragons,"['modern rock', 'rock']",Bones,0HqZX76SFLDz2aW8aiqi7G,89,2022,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,165265,4
Yeat,['pluggnb'],Talk,0ypjMI7vHiDP4sLB1C0Qna,82,2022,0.698,0.763,4,-4.718,0,0.229,0.0845,0.0,0.54,0.256,139.998,174857,4
Jax,['gen z singer-songwriter'],Victoria’s Secret,4svaKoxMMP7ImmKrD5hfQu,83,2022,0.586,0.556,6,-7.639,1,0.0592,0.00655,0.0,0.0836,0.517,167.018,176125,4
Dove Cameron,"['pop', 'post-teen pop']",Boyfriend,59CfNbkERJ3NoTXDvoURjj,86,2022,0.345,0.612,7,-6.543,0,0.0608,0.232,0.0,0.194,0.232,179.773,153000,3
Bad Bunny,"['reggaeton', 'trap latino']",El Apagón,0UvZcEfpzVyx47QsRbjyBz,84,2022,0.629,0.698,8,-4.485,1,0.308,0.0509,0.00166,0.0909,0.599,117.765,201816,4
Harry Styles,['pop'],Music For a Sushi Restaurant,5LYMamLv12UPbemOaTPyeV,86,2022,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,193813,4
Harry Styles,['pop'],Daylight,51Zw1cKDgkad0CXv23HCMU,84,2022,0.686,0.445,0,-7.189,1,0.0398,0.484,0.00144,0.175,0.626,145.5,164533,3
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Die Hard,2g6tReTlM2Akp41g0HaeXN,82,2022,0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,239027,4
Harry Styles,['pop'],Satellite,0rzaRSujxA0bKyjJl6vHYq,84,2022,0.576,0.457,0,-6.473,1,0.0304,0.143,3.05e-05,0.0917,0.301,138.984,218577,4
Rauw Alejandro,"['puerto rican pop', 'trap latino']",LOKERA,79HZAZNnOE97rb2hnI0XQr,90,2022,0.834,0.828,11,-2.657,0,0.0452,0.21,5.91e-06,0.103,0.58,102.019,195294,4
Billie Eilish,"['art pop', 'electropop', 'pop']",TV,3GYlZ7tbxLOxe6ewMNVTkw,84,2022,0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,281381,4
Bad Bunny,"['reggaeton', 'trap latino']",Yo No Soy Celoso,5kVZxyMY1gfdCLiChsfjn1,86,2022,0.872,0.588,0,-6.276,1,0.0492,0.275,0.0,0.17,0.93,142.004,230704,4
Harry Styles,['pop'],Matilda,6uvh0In7u1Xn4HgxOfAn8O,86,2022,0.507,0.294,2,-10.0,1,0.04,0.896,1.97e-05,0.0966,0.386,114.199,245964,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",N95,0fX4oNGBWO3dSGUZcVdVV2,84,2022,0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,195950,4
Manuel Turizo,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",La Bachata,5ww2BF9slyYgNOk37BlC4u,97,2022,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,162638,4
KAROL G,"['reggaeton', 'reggaeton colombiano']",GATÚBELA,1ga4PztXOIw1yBbdUt2X8v,90,2022,0.627,0.858,11,-2.824,0,0.386,0.263,0.0,0.21,0.342,92.523,209160,4
Bad Bunny,"['reggaeton', 'trap latino']",Andrea,44XjoNvtwevktFKjvVe1vH,87,2022,0.797,0.616,1,-10.229,0,0.375,0.762,0.000293,0.0979,0.451,103.071,339612,4
benny blanco,"['dance pop', 'electropop', 'pop', 'pop rap']",Bad Decisions (with BTS & Snoop Dogg),0xzI1KAr0Yd9tv8jlIk3sn,90,2022,0.762,0.861,0,-3.296,1,0.0955,0.0185,0.0,0.264,0.955,120.048,172714,4
Quavo,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",HOTEL LOBBY (Unc & Phew),0QNNd0qMCDbraS1nQPg3aA,80,2022,0.821,0.636,11,-4.479,1,0.169,0.142,0.0,0.233,0.163,127.961,142657,4
Sleepy Hallow,"['brooklyn drill', 'nyc rap']",Die Young (feat. 347aidan),6EbVuwU7EnKeF2hdpViXCH,82,2022,0.808,0.582,11,-6.26,1,0.338,0.827,0.0,0.111,0.675,77.471,148817,4
$uicideboy$,"['dark trap', 'new orleans rap', 'underground hip hop']",Matte Black,0hPRWztAIbNkt6GcFcLiqF,78,2022,0.877,0.826,10,-3.75,0,0.206,0.122,1.05e-05,0.104,0.814,75.003,238146,4
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Sticky,4rmVZajAF7PkrCagGPHbqa,83,2022,0.853,0.495,6,-14.63,1,0.14,0.0917,0.000217,0.0844,0.0774,137.027,243228,4
Brent Faiyaz,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",ALL MINE,3XgGQ1wjo5khvq2UImjyNF,80,2022,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,216063,4
Nate Smith,"['contemporary country', 'country']",Whiskey On You,6Tm4Io4ct4w14nB1EUzsY3,79,2022,0.479,0.768,8,-5.204,1,0.0312,7.02e-05,0.00549,0.121,0.576,110.024,183790,4
Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",PUFFIN ON ZOOTIEZ,1qMMYpVatbRITKCfq1gasi,80,2022,0.883,0.657,8,-5.748,1,0.305,0.0603,0.0,0.128,0.284,124.992,172933,4
Harry Styles,['pop'],Little Freak,3i058E8uxTsYqJ5NWZzqSj,84,2022,0.559,0.535,3,-7.723,1,0.039,0.719,0.000143,0.0954,0.402,141.96,202183,4
SleazyWorld Go,[],Sleazy Flow (with Lil Baby) - Remix,5cx7vkF8BQ0iOsVpfvZbnz,78,2022,0.869,0.298,2,-12.076,1,0.386,0.2,0.0,0.0753,0.178,77.47,161355,4
Chris Jonex,[],Al Final,4KaR08ACjLPf3YGPSfNNeI,81,2022,0.597,0.358,3,-7.946,1,0.0277,0.844,0.0,0.114,0.44,109.96,135409,4
NAV,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'rap', 'toronto rap', 'trap']",Never Sleep (with Lil Baby feat. Travis Scott),3GdWfmQBiiJrDUvSZS1bGv,81,2022,0.819,0.651,1,-5.829,1,0.169,0.00639,0.0,0.122,0.501,139.957,185786,4
Bad Bunny,"['reggaeton', 'trap latino']",Un Coco,6VrQTLzzuyGIYjUDe4kAZk,88,2022,0.839,0.69,11,-4.464,1,0.0615,0.207,8.33e-06,0.176,0.744,151.991,196413,4
Bad Bunny,"['reggaeton', 'trap latino']",Dos Mil 16,4d4ZXH4dr5bYfgErHiZCX2,87,2022,0.817,0.67,1,-6.534,1,0.0506,0.123,1.92e-06,0.128,0.495,130.058,208615,3
Morgan Wallen,"['contemporary country', 'country']",Thought You Should Know,6NHpyYvJyQsg2nXXzGYc2R,79,2022,0.529,0.695,6,-6.174,1,0.0278,0.488,1.24e-05,0.142,0.514,139.993,215572,4
Ivan Cornejo,['nueva musica mexicana'],La Curiosidad,0hnvQLkV7yOjslEzflJSK4,78,2022,0.626,0.454,3,-8.767,0,0.0392,0.729,0.000442,0.159,0.36,123.351,216000,4
Bailey Zimmerman,['contemporary country'],Fall In Love,5gVCfYmQRPy1QJifP8f5gg,78,2022,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,232059,4
Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",Beat the Odds,2BJWxD8xKrDv8vneTvTIm9,83,2022,0.498,0.625,8,-7.452,0,0.342,0.054,0.0,0.175,0.478,84.821,150000,4
Ivan Cornejo,['nueva musica mexicana'],J.,4lUsBLTAiufWocWtg4H0my,79,2022,0.408,0.47,10,-10.149,1,0.0893,0.666,5.44e-05,0.0926,0.0953,51.66,234613,4
Corey Kent,['contemporary country'],Wild as Her,4RG7P0CXQ4pe0OeCAHjX5L,77,2022,0.504,0.736,0,-6.079,1,0.0352,0.00216,0.0,0.129,0.46,148.014,199733,4
Morgan Wallen,"['contemporary country', 'country']",Don't Think Jesus,1TUuhV75FeOF6UObRsABo2,77,2022,0.578,0.431,2,-7.034,1,0.0269,0.469,0.0,0.137,0.21,116.979,226975,3
Jordan Davis,"['contemporary country', 'country', 'country road']",What My World Spins Around,6HBRLaSQ7NB8MNlaqzYen1,78,2022,0.675,0.726,2,-6.459,1,0.0461,0.105,0.0,0.153,0.671,124.872,186791,4
TWICE,"['k-pop', 'k-pop girl group']",Talk that Talk,0RDqNCRBGrSegk16Avfzuq,87,2022,0.772,0.907,3,-2.438,0,0.124,0.136,0.0,0.334,0.783,119.973,177467,4
Megan Thee Stallion,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",Sweetest Pie,7mFj0LlWtEJaEigguaWqYh,83,2022,0.814,0.628,7,-7.178,1,0.221,0.167,0.0,0.101,0.677,123.977,201334,4
The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",Out of Time,2SLwbpExuoBDZBpjfefCtV,83,2022,0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057,214194,4
NewJeans,[],Hype Boy,0a4MMyCrzT0En247IhqZbD,88,2022,0.593,0.935,4,-3.43,0,0.225,0.268,0.0,0.286,0.783,99.976,179027,4
Kanye West,"['chicago rap', 'rap']",True Love,06JvOZ39sK8D8SqiqfaxDU,82,2022,0.712,0.861,5,-5.487,0,0.25,0.0182,6.09e-06,0.511,0.388,84.042,148571,4
Grupo Frontera,['nueva musica mexicana'],No Se Va,5TXLMRrIet3CQxkyBZc3yE,83,2022,0.594,0.527,0,-9.335,1,0.0335,0.121,0.0,0.234,0.692,172.712,194019,4
Leah Kate,"['alt z', 'pop', 'uk pop']",10 Things I Hate About You,6Jkm5kUldvIqxzI1Pa7nXH,82,2022,0.544,0.786,8,-2.97,1,0.0501,0.00991,0.0,0.169,0.446,153.967,157138,4
Kordhell,['drift phonk'],Murder In My Mind,6qyS9qBy0mEk3qYaH8mPss,88,2022,0.712,0.972,10,-0.514,1,0.112,0.00547,7.06e-05,0.128,0.568,119.966,145000,4
Rex Orange County,"['bedroom pop', 'pop']",THE SHADE,1gH1h30wkQdd9zhY3j7a8T,87,2022,0.898,0.509,5,-7.973,1,0.062,0.391,0.0,0.0876,0.727,119.869,181507,4
Cardi B,"['dance pop', 'pop', 'rap']",Hot Shit (feat. Ye & Lil Durk),3uJFmluXzYedoJcvhpC1AW,79,2022,0.878,0.685,9,-5.28,1,0.225,0.00152,0.0,0.0753,0.523,157.003,211649,4
Camila Cabello,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Bam Bam (feat. Ed Sheeran),0QBzMgT7NIeoCYy3sJCof1,88,2022,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4
Lizzo,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",2 Be Loved (Am I Ready),2rmwqU7yzTvzkiaRV53DpT,83,2022,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,187108,4
Shakira,"['colombian pop', 'dance pop', 'latin pop']",Te Felicito,2rurDawMfoKP4uHyb2kJBt,91,2022,0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14,172235,4
Beyoncé,"['dance pop', 'pop', 'r&b']",BREAK MY SOUL,5pyoxDZ1PX0KxBxiRVxA4U,83,2022,0.693,0.887,1,-5.039,0,0.0795,0.0581,2.71e-06,0.27,0.864,114.942,278282,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Silent Hill,3lzUeaCbcCDB5IXYfqWRlF,78,2022,0.907,0.577,1,-6.737,0,0.0767,0.438,3.19e-05,0.137,0.801,140.07,220779,4
Beyoncé,"['dance pop', 'pop', 'r&b']",ENERGY (feat. Beam),0314PeD1sQNonfVWix3B2K,81,2022,0.903,0.519,1,-9.151,1,0.26,0.281,0.000106,0.155,0.587,114.991,116727,4
Harry Styles,['pop'],Daydreaming,69w5X6uTrOaWM32IetSzvO,81,2022,0.707,0.811,4,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971,187342,4
Harry Styles,['pop'],Cinema,35TyJIMR3xRouUuo2sjS6v,81,2022,0.829,0.644,9,-7.696,0,0.0427,0.354,0.0511,0.0944,0.896,105.993,243508,4
Harry Styles,['pop'],Keep Driving,2NcQic8JxdjAlAHuNbOIRE,82,2022,0.721,0.479,9,-9.669,1,0.226,0.321,0.00156,0.182,0.902,164.948,140242,3
Montell Fish,"['pittsburgh rap', 'pop']",Hotel,0JzG1wJuB4v9UPkSE7LMXi,82,2022,0.228,0.427,0,-8.739,0,0.0363,0.752,0.0167,0.592,0.192,180.345,197333,4
Harry Styles,['pop'],Grapejuice,4j6kId9QIqhoXvqHKgSKa0,81,2022,0.645,0.721,5,-4.394,1,0.0336,0.357,0.143,0.204,0.88,182.928,191959,4
Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'pop']",Dua Lipa,0LnS7aOdOdI1dNKZqdOLz4,79,2022,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,135053,4
Yeat,['pluggnb'],Flawlëss (feat. Lil Uzi Vert),1a019wP7IdYLexwbmfZPm3,79,2022,0.474,0.805,1,-5.997,1,0.332,0.0715,0.0,0.147,0.109,131.001,176125,4
Lil Mabu,[],NO SNITCHING (with Dusty Locane),3W9jnJBPYeihwNSXsr65f9,80,2022,0.731,0.653,1,-8.767,1,0.348,0.0627,0.0,0.348,0.424,155.943,160000,4
Harry Styles,['pop'],Love Of My Life,1mw0RgNXIpYRyyCdBQbLgA,83,2022,0.555,0.536,7,-8.233,1,0.0452,0.669,0.0,0.0623,0.203,118.057,191638,4
Bad Bunny,"['reggaeton', 'trap latino']",Me Fui de Vacaciones,28GCbKgjlVD9eDmasGbe0T,86,2022,0.714,0.645,10,-5.493,1,0.0514,0.229,0.00083,0.0942,0.434,85.046,180930,4
$uicideboy$,"['dark trap', 'new orleans rap', 'underground hip hop']",1000 Blunts,09riz9pAPJyYYDVynE5xxY,77,2022,0.83,0.698,5,-6.517,0,0.077,0.224,1.02e-06,0.191,0.595,132.99,175476,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Rich Spirit,1QPreu0BNOrUfEb8HTd2qG,79,2022,0.852,0.421,10,-9.153,0,0.208,0.428,2.28e-06,0.106,0.457,95.977,202285,4
Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",FOR FUN,60PTOzcoFycWBICdumIsFQ,76,2022,0.775,0.461,7,-6.594,0,0.124,0.157,0.0,0.0687,0.131,134.028,188060,4
Megan Moroney,['contemporary country'],Tennessee Orange,29zZmiBDLykYYTj7RN6VhV,75,2022,0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-06,0.115,0.268,156.031,223120,3
Walker Hayes,"['contemporary country', 'country', 'country road', 'modern country rock']",Fancy Like,58UKC45GPNTflCN6nwCUeF,78,2022,0.647,0.765,1,-6.459,1,0.06,0.111,0.0,0.315,0.855,79.994,161853,4
Juice WRLD,"['chicago rap', 'melodic rap']",Cigarettes,1CfuBY3BDdKpooQ9L5zgUc,79,2022,0.587,0.614,2,-6.344,1,0.0435,0.0306,0.0,0.399,0.451,160.075,227527,4
Grupo Marca Registrada,"['corrido', 'musica mexicana', 'norteno', 'nueva musica mexicana']",El Rescate,4w273WCBXwM4P3jTX5HkB2,86,2022,0.794,0.594,7,-8.698,0,0.139,0.283,0.000381,0.109,0.637,99.238,160897,3
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",Love Lost,0N9C80kcgL0xXGduKnYKWi,82,2022,0.735,0.812,2,-4.417,1,0.151,0.528,0.0,0.186,0.584,109.835,162876,4
