artist_name,artist_genre,track_name,track_id,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Bad Bunny,"['reggaeton', 'trap latino']",Enséñame a Bailar,2NMjggapJcXXM7WccGEBUO,85,2022,0.81,0.789,8,-5.08,1,0.0846,0.191,1.08e-05,0.467,0.77,105.009,176000,4
Peso Pluma,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana']",Siempre Pendientes,5PfFHceiEv61KldMOuVrv8,87,2022,0.774,0.748,0,-7.086,1,0.0352,0.331,0.0057,0.126,0.714,135.929,186828,3
Bad Bunny,"['reggaeton', 'trap latino']",Aguacero,2uflssWlCaJ6CbTMOsUpNI,86,2022,0.861,0.645,6,-6.96,0,0.0743,0.423,0.000592,0.349,0.668,121.391,210989,5
Lauren Spencer Smith,"['alt z', 'gen z singer-songwriter', 'pop', 'uk pop']",Fingers Crossed,3yMC1KsTwh0ceXdIe4QQAQ,82,2022,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,175345,4
Bad Bunny,"['reggaeton', 'trap latino']",Agosto,0wihfILRNOwE2156Shezc8,84,2022,0.849,0.584,1,-8.195,0,0.115,0.0929,6.18e-06,0.492,0.724,115.018,139041,4
Kane Brown,"['black americana', 'contemporary country', 'country', 'country road']",Thank God,1brnLTvarI9D1hLP6z2Ar8,76,2022,0.738,0.455,3,-8.735,1,0.0352,0.695,0.0,0.107,0.441,99.945,174560,4
Polo G,"['chicago rap', 'rap']",Distraction,1oc92BMKYkNxK17C2GtyRM,78,2022,0.713,0.689,11,-5.99,1,0.255,0.16,0.0,0.136,0.63,156.934,171319,4
Zach Bryan,['oklahoma country'],"Burn, Burn, Burn",5jfhLCSIFUO4ndzNRh4w4G,75,2022,0.508,0.296,3,-10.513,1,0.0755,0.897,5e-05,0.11,0.134,82.532,268856,4
Junior H,"['corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",Los Botones Azules,3ZGkdrigbWXLgHungXfZkt,85,2022,0.784,0.737,5,-2.174,1,0.0758,0.0877,0.0,0.1,0.623,97.5,135612,3
Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']",Last Night Lonely,3SeeaIXnrCfT88vHVCRWHl,77,2022,0.646,0.816,6,-2.65,1,0.0269,0.00496,0.0,0.179,0.865,102.972,181991,4
Eslabon Armado,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sierreno']",HASTA LA MUERTE,3qAJAUr7yc9bPDx4ESt6ND,77,2022,0.555,0.832,11,-3.691,1,0.0412,0.28,0.0,0.0894,0.43,170.124,209903,3
Zach Bryan,['oklahoma country'],Oklahoma Smokeshow,0OWhKvvsHptt6vnnNUSM9a,76,2022,0.544,0.573,8,-5.694,1,0.0356,0.0958,0.0,0.104,0.233,122.977,211739,4
Bad Bunny,"['reggaeton', 'trap latino']",Un Verano Sin Ti,18HOjcvTVV7W8YzBuOsAPS,85,2022,0.503,0.496,5,-9.123,0,0.0556,0.693,0.0,0.123,0.412,187.844,148143,4
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",Detox,7fSM2taFBEB1WNZl8AOIoo,80,2022,0.845,0.503,1,-7.021,1,0.334,0.027,0.0,0.116,0.416,147.031,161637,4
Bailey Zimmerman,['contemporary country'],Where It Ends,7lNezbnIXBbgNmFOa9dt1c,77,2022,0.431,0.837,9,-5.067,1,0.0432,0.259,0.0,0.0879,0.648,170.041,179294,4
Luke Combs,"['contemporary country', 'country']",The Kind of Love We Make,48UKTR66uUOT9LaUvooTNx,78,2022,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,224427,4
CORPSE,"['dream smp', 'viral rap']",MISA MISA!,3bpR5jv8uzraDgq5YpHwDw,80,2022,0.672,0.981,1,-1.252,1,0.181,0.0302,2.36e-05,0.648,0.694,95.014,85895,4
Ice Spice,[],Munch (Feelin’ U),1jOgJN75btuUONIdf57vHz,77,2022,0.811,0.528,11,-7.278,0,0.275,0.291,0.0,0.0787,0.635,166.084,104819,4
Lil Nas X,"['lgbtq+ hip hop', 'pop']",STAR WALKIN' (League of Legends Worlds Anthem),38T0tPVZHcPZyhtOcCP7pF,83,2022,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,210576,4
Em Beihold,"['alt z', 'gen z singer-songwriter']",Numb Little Bug,3o9kpgkIcffx0iSwxhuNI2,79,2022,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,169238,4
Dxrk ダーク,['drift phonk'],RAVE,01kfSdF9zfcDLri5sSWEoL,86,2022,0.716,0.748,8,-6.06,1,0.0356,0.235,0.849,0.114,0.338,119.918,169245,4
Megan Thee Stallion,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",Her,5hHvFrMnwic82WwRLr4WY0,78,2022,0.945,0.848,1,-4.76,1,0.326,0.374,3.31e-05,0.101,0.819,119.918,137107,4
MUPP,"['drift phonk', 'hyperpop']",vendetta!,5Sk39LuvdwuvL84jD01Dum,85,2022,0.706,0.91,1,-3.527,1,0.146,0.175,2e-06,0.11,0.667,126.007,107045,4
Hailee Steinfeld,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Coast (feat. Anderson .Paak),1l4iQsOZ5sOXZPMQLvouaB,80,2022,0.701,0.875,11,-4.1,1,0.0757,0.0262,7.32e-06,0.137,0.84,111.976,166720,4
Becky G,"['dance pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']",MAMIII,1ri9ZUkBJVFUdgwzCnfcYs,86,2022,0.843,0.7,4,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,226088,4
Beyoncé,"['dance pop', 'pop', 'r&b']",I'M THAT GIRL,1MpCaOeUWhox2Fgigbe1cL,79,2022,0.554,0.535,5,-8.959,0,0.186,0.0616,1.32e-05,0.124,0.136,105.865,208014,4
Dove Cameron,"['pop', 'post-teen pop']",Breakfast,6GUiIbJ834FcHewby3PwV0,80,2022,0.64,0.553,2,-6.42,0,0.0411,0.0579,0.0,0.0914,0.486,81.992,148471,4
BLACKPINK,"['k-pop', 'k-pop girl group']",Typa Girl,0L8LOav65XwLjCLS11gNPD,83,2022,0.915,0.621,7,-6.519,1,0.1,0.0745,0.0,0.628,0.527,131.984,179173,4
Gunna,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",pushin P (feat. Young Thug),3XOalgusokruzA5ZBA2Qcb,79,2022,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,136267,1
Lewis Capaldi,"['pop', 'uk pop']",Forget Me,5uSFGgIfHMT3osrAd9n9ym,86,2022,0.669,0.742,1,-3.518,0,0.0441,0.296,0.0,0.355,0.716,101.982,203472,4
Beyoncé,"['dance pop', 'pop', 'r&b']",COZY,0mKGwFMHzTprtS2vpR3b6s,79,2022,0.556,0.63,7,-8.15,1,0.102,0.000828,0.00468,0.155,0.367,149.147,210372,5
Beyoncé,"['dance pop', 'pop', 'r&b']",CHURCH GIRL,2mqTtvbKxH7SoEQ2oGAnsA,79,2022,0.792,0.919,2,-5.688,1,0.276,0.0381,5.1e-06,0.368,0.22,92.028,224473,4
Hailey Whitters,"['contemporary country', 'country', 'country pop']",Everything She Ain’t,3zAOcNGOFq5Q1OsN0tcxA0,75,2022,0.796,0.621,2,-6.129,1,0.0346,0.175,0.0,0.274,0.808,121.904,151973,4
BLACKPINK,"['k-pop', 'k-pop girl group']",Hard to Love,3MJhPqL2IgGs7gHEB2M35q,81,2022,0.654,0.768,5,-5.007,1,0.0431,0.00616,0.0,0.202,0.505,104.97,162570,4
Bad Bunny,"['reggaeton', 'trap latino']",Callaita,71wFwRo8xGc4lrcyKwsvba,82,2022,0.608,0.626,2,-4.773,1,0.301,0.597,2.16e-06,0.25,0.246,176.086,250534,4
DJ Khaled,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Juice WRLD DID (feat. Juice WRLD),47IySiC5o08gz0z5VDiH93,77,2022,0.652,0.716,1,-4.012,0,0.166,0.0196,0.0,0.11,0.681,147.959,207650,4
Billie Eilish,"['art pop', 'electropop', 'pop']",The 30th,5SHpuW2qjkQtFRpE6P9Nks,82,2022,0.387,0.135,7,-14.398,1,0.051,0.929,0.0,0.0948,0.21,82.987,216448,4
The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",Is There Someone Else?,0mL82sxCRjrs3br407IdJh,83,2022,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,199111,4
Alec Benjamin,"['alt z', 'dream smp', 'electropop', 'pop']",Devil Doesn’t Bargain,1zu2GKHPJIsUu80SUJX4H4,80,2022,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,163613,4
Benson Boone,['pop'],In The Stars,1ei3hzQmrgealgRKFxIcWn,86,2022,0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,216410,3
Chris Jedi,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",La Llevo Al Cielo (Ft. Ñengo Flow),6DoL1yYIwEW7VZMRaJhoJI,89,2022,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,254920,4
DJ Khaled,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",BEAUTIFUL (feat. Future & SZA),5kYSScXYOZYyi0fxramiW6,79,2022,0.489,0.55,6,-6.729,1,0.233,0.103,0.0,0.118,0.241,171.882,223233,4
The Kid LAROI,"['australian hip hop', 'pop']",Thousand Miles,1r8ZCjfrQxoy2wVaBUbpwg,82,2022,0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,164782,4
Lil Durk,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",What Happened To Virgil (feat. Gunna),7ohROa13QK43JBRqfCmz4P,76,2022,0.795,0.526,6,-9.086,0,0.204,0.067,2e-06,0.134,0.194,140.037,181393,4
Gunna,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",Banking On Me,7Fege3yv4dvehB3NdRBGwI,76,2022,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,200000,4
$uicideboy$,"['dark trap', 'new orleans rap', 'underground hip hop']",Genesis,2UbMJbQq6G0TJnmnubgolV,74,2022,0.55,0.762,0,-7.861,1,0.32,0.0109,0.00179,0.398,0.347,200.211,162138,4
Offset,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",CODE (feat. Moneybagg Yo),5uVW9FWVaQde0lfF4hYs4C,77,2022,0.599,0.598,4,-7.015,0,0.124,0.0502,5.01e-05,0.173,0.343,179.49,192428,4
Grupo Marca Registrada,"['corrido', 'musica mexicana', 'norteno', 'nueva musica mexicana']",Si Fuera Fácil,7Jph6HJbfURt4Fea19IED3,84,2022,0.794,0.677,10,-9.969,1,0.0713,0.446,0.0313,0.076,0.611,101.467,170496,3
Chris Jonex,[],Completa,6mCzElWVPTZMNPA2jjbFuJ,80,2022,0.654,0.679,8,-6.403,1,0.0684,0.254,0.0,0.167,0.77,150.048,127054,4
DJ Khaled,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",STAYING ALIVE (feat. Drake & Lil Baby),7Ddk8FhoYKdsVoX9AOCPMm,79,2022,0.677,0.495,4,-7.174,0,0.0821,0.0668,0.0,0.319,0.152,129.974,178176,4
La Adictiva,"['banda', 'musica mexicana', 'nueva musica mexicana', 'ranchera']",JGL,5kpxVMDvYGRmNqawPqDTYR,86,2022,0.702,0.586,8,-5.317,1,0.118,0.55,0.0,0.27,0.965,112.852,158093,4
Conan Gray,"['bedroom pop', 'pop']",Family Line,0iNZGC211wst3VjtobNnC5,81,2022,0.326,0.397,6,-8.145,1,0.0461,0.619,0.0,0.0979,0.276,153.713,216095,3
HARDY,"['contemporary country', 'country', 'country road']",wait in the truck (feat. Lainey Wilson),7trjNYF5ek7zX4GKSHQZbP,74,2022,0.534,0.466,6,-6.98,1,0.0272,0.277,0.0,0.0979,0.23,140.0,277660,4
Lauren Spencer Smith,"['alt z', 'gen z singer-songwriter', 'pop', 'uk pop']",Flowers,6Z165JvPnS8PYvGW8oLGLc,80,2022,0.684,0.449,3,-9.738,1,0.611,0.869,0.0,0.0881,0.341,66.165,157373,4
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",In A Minute,3ihIZrJreMJPjQdNLrEXnP,78,2022,0.643,0.605,4,-5.968,0,0.297,0.0336,0.0,0.112,0.145,84.216,200471,4
$uicideboy$,"['dark trap', 'new orleans rap', 'underground hip hop']",Fucking Your Culture,2gkVweydDn7MmHmqXAlEzk,75,2022,0.752,0.807,11,-4.386,1,0.172,0.0146,0.000376,0.8,0.442,87.507,195994,4
Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",I'M ON ONE (feat. Drake),6wyhUr4Xw8z5uSy0AhoZfU,76,2022,0.773,0.707,11,-5.71,1,0.0568,0.0103,1.04e-05,0.296,0.113,76.977,236187,4
DJ Khaled,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",BIG TIME (feat. Future & Lil Baby),6pr7X9UZCDn8CruopaNVha,77,2022,0.496,0.7,1,-5.199,0,0.284,0.0197,0.0,0.103,0.464,107.711,173783,3
Lil Tecca,"['melodic rap', 'pluggnb', 'rap']",Treesha,2mzlyJ8Gb8cFMJvfENKnJQ,77,2022,0.545,0.545,2,-8.631,1,0.301,0.0768,0.0,0.121,0.122,163.847,105693,4
Kelsea Ballerini,"['contemporary country', 'country', 'pop']",HEARTFIRST,1S55d7hhptRt8PS6nC1fSY,75,2022,0.662,0.855,0,-3.742,1,0.0457,0.021,0.0,0.228,0.84,120.079,187017,4
Rod Wave,['florida rap'],Yungen (feat. Jack Harlow),1NtyeXryylf8HWXnxVTD3v,75,2022,0.614,0.744,11,-5.52,1,0.125,0.309,1.14e-06,0.173,0.589,146.02,226115,4
Lainey Wilson,"['contemporary country', 'country', 'country pop']",Heart Like A Truck,5ZCjp56T8J6d7amJyFSzrI,74,2022,0.587,0.632,9,-5.416,1,0.0311,0.148,1.01e-05,0.158,0.392,139.974,199040,4
Kane Brown,"['black americana', 'contemporary country', 'country', 'country road']",Like I Love Country Music,3j1xkzTW8owIphkWV51V9s,75,2022,0.542,0.82,8,-6.073,1,0.0432,0.000682,0.000136,0.0561,0.702,124.85,234341,4
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",Right On,6ws54n2IzyrIxxyzlG2bVJ,77,2022,0.535,0.618,2,-5.668,1,0.382,0.0245,0.0,0.103,0.211,165.991,213976,4
Ivan Cornejo,['nueva musica mexicana'],Está Dañado,0ciLo7Ntd7Gfc0rQRTgkSG,74,2022,0.578,0.459,8,-11.938,1,0.041,0.501,1.86e-05,0.143,0.164,160.065,201195,3
Rod Wave,['florida rap'],Alone,5ie5OPdaP9fivYaKcjwKF1,75,2022,0.596,0.545,3,-6.911,0,0.0368,0.703,0.0,0.0811,0.0923,82.07,191159,4
Joji,['viral pop'],YUKON (INTERLUDE),6c1yUgFlhUHLAM9hSDkVBq,78,2022,0.736,0.71,6,-8.497,0,0.091,0.383,0.0351,0.395,0.0728,82.482,141093,4
Eliza Rose,[],B.O.T.A. (Baddest Of Them All) - Edit,39JofJHEtg8I4fSyo7Imft,87,2022,0.736,0.906,0,-7.589,1,0.048,0.164,0.585,0.106,0.698,137.001,226627,4
ROSALÍA,['r&b en espanol'],BIZCOCHITO,4kXxEhuatrvwrTQycA7s9B,84,2022,0.93,0.774,1,-4.203,1,0.0744,0.605,0.0238,0.12,0.781,116.972,109120,4
NAYEON,[],POP!,3lOMJTQTd6J34faYwASc33,85,2022,0.795,0.859,2,-2.994,1,0.0542,0.0361,0.0,0.0321,0.356,96.986,168107,4
IVE,['k-pop girl group'],LOVE DIVE,0Q5VnK2DYzRyfqQRJuUtvi,85,2022,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,177187,4
beabadoobee,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pop']",the perfect pair,41P6Tnd8KIHqON0QIydx6a,77,2022,0.634,0.663,11,-6.818,1,0.0331,0.433,0.124,0.102,0.6,146.053,177533,4
Beyoncé,"['dance pop', 'pop', 'r&b']",HEATED,1w7cgGZR86yWz1pA2puVJD,78,2022,0.785,0.732,1,-5.724,1,0.164,0.0636,0.000807,0.265,0.496,110.952,260771,4
Beyoncé,"['dance pop', 'pop', 'r&b']",VIRGO'S GROOVE,0Fl4eWzVaMUOdXcOrj6F1q,78,2022,0.683,0.85,11,-5.042,0,0.0699,0.0781,1.09e-06,0.741,0.598,107.988,368758,4
Gunna,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",P power (feat. Drake),0lEjxUUlKqjqXrVlIHFduD,76,2022,0.828,0.591,1,-6.217,1,0.109,0.0199,0.000323,0.361,0.202,119.251,193347,4
Hitkidd,"['memphis hip hop', 'viral rap']",F.N.F. (Let's Go),1vrFJDrysqmsNAgyjBzx4f,73,2022,0.864,0.476,1,-10.068,1,0.436,0.0374,0.0,0.374,0.647,157.144,137580,4
Beyoncé,"['dance pop', 'pop', 'r&b']",THIQUE,1LCm0lFnEsxR2oPqyHLGX9,77,2022,0.823,0.536,5,-10.123,0,0.319,0.0616,0.0143,0.326,0.537,128.955,244792,4
James Hype,"['deep groove house', 'house', 'pop dance', 'uk dance']",Ferrari,4zN21mbAuaD0WqtmaTZZeP,91,2022,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,186662,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",United In Grief,5Gt9bxniM1SxN61yRzRhXL,77,2022,0.529,0.845,8,-8.142,1,0.404,0.244,0.0,0.143,0.331,85.63,255378,3
Beyoncé,"['dance pop', 'pop', 'r&b']",SUMMER RENAISSANCE,3HyR1j49TY5ACP2lseF1jx,80,2022,0.674,0.625,1,-9.593,1,0.0514,0.0843,0.0015,0.11,0.208,120.004,273998,4
Beyoncé,"['dance pop', 'pop', 'r&b']",PLASTIC OFF THE SOFA,6ufcuVInt0ocHrUimDjGlb,77,2022,0.618,0.712,1,-8.246,1,0.114,0.14,4.53e-06,0.575,0.305,97.057,254319,4
Victor Cibrian,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana']",En El Radio Un Cochinero,2NWaWZZLFMcr5P4uI2KvWy,84,2022,0.696,0.623,6,-8.738,0,0.0438,0.466,8.61e-06,0.0983,0.965,154.028,223431,3
Nessa Barrett,"['alt z', 'electropop', 'pop', 'social media pop']",die first,21szgNA72iLwvBxHQLgwBh,82,2022,0.444,0.669,8,-6.727,0,0.125,0.0669,0.0,0.124,0.44,183.441,177109,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Father Time (feat. Sampha),28qA8y1sz0FTuSapsCxNOG,77,2022,0.514,0.779,10,-4.365,0,0.344,0.181,0.0,0.099,0.517,152.869,222497,4
EST Gee,"['kentucky hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Backstage Passes (feat. Jack Harlow),2BSl2gSFHdzJAMus74qzNj,75,2022,0.855,0.478,1,-8.31,1,0.345,0.145,0.0,0.101,0.536,153.074,158431,4
Daddy Yankee,"['latin hip hop', 'reggaeton', 'trap latino']",X ÚLTIMA VEZ,48AJSd42lXpicsGqcgopof,85,2022,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,192477,4
Kid Cudi,"['hip hop', 'ohio hip hop', 'rap']",love.,5XFoaqV1Z8XaLJidchVWhh,74,2022,0.574,0.736,5,-4.743,1,0.0465,0.146,1.66e-05,0.407,0.344,138.501,328573,4
Post Malone,"['dfw rap', 'melodic rap', 'rap']",Cooped Up (with Roddy Ricch),7DwcBgdzqhFJltEaV1XF81,79,2022,0.669,0.773,0,-5.619,1,0.153,0.038,0.0,0.113,0.377,93.923,185857,4
Cris Mj,"['mambo chileno', 'urbano chileno']",Una Noche en Medellín,1O2pcBJGej0pmH2Y9XZMs6,90,2022,0.87,0.548,10,-5.253,0,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,153750,4
Eem Triplin,[],AWKWARD FREESTYLE,2ISyz9DRGEMrJN77ge3hi2,73,2022,0.646,0.465,5,-10.486,0,0.436,0.152,0.0,0.194,0.198,157.919,127765,4
Lizzo,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",About Damn Time,6HMtHNpW6YPi1hrw9tgF8P,82,2022,0.836,0.743,10,-6.305,0,0.0653,0.0974,0.0,0.335,0.723,108.965,191938,4
Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'pop']",First Class,0wHFktze2PHC5jDt3B17DC,80,2022,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,173948,4
David Morris,[],Dutton Ranch Freestyle,0uWopULW6vBRuPoi7EjKMR,74,2022,0.834,0.651,11,-5.844,0,0.0618,0.00395,5.18e-06,0.139,0.8,121.984,143787,4
Yeat,['pluggnb'],Out thë way,6IyoLWzljeR3ldQo4KWHT6,75,2022,0.767,0.628,4,-7.41,0,0.242,0.21,8.79e-06,0.275,0.798,128.07,150242,4
DJ Khaled,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']","GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)",2sOj9vyd6yiss9W1IK6chU,78,2022,0.42,0.725,8,-4.262,1,0.223,0.092,0.0,0.18,0.186,77.941,501648,1
SZA,"['pop', 'r&b', 'rap']",Awkward,2xZ0zfuDTv5LxLhEgD82PG,75,2022,0.618,0.474,5,-12.097,1,0.0789,0.182,0.000122,0.108,0.397,119.999,178000,4
JID,"['hip hop', 'rap']",Surround Sound (feat. 21 Savage & Baby Tate),0cp97b37sFNsdIbQH6po3T,75,2022,0.57,0.573,5,-6.935,1,0.476,0.156,0.0,0.256,0.517,76.006,229938,4
Jordan Davis,"['contemporary country', 'country', 'country road']",Next Thing You Know,2lNTHWu2I5Tcz9ukWsV5Jj,74,2022,0.557,0.597,5,-8.296,1,0.048,0.646,0.0,0.0974,0.414,78.526,175238,4
Steve Lacy,"['afrofuturism', 'pop']",Helmet,0DmkBOGgEWMbUJlL6VwwF2,75,2022,0.612,0.675,9,-6.518,0,0.0231,0.0994,0.0,0.217,0.763,97.04,201547,4
Harry Styles,['pop'],Boyfriends,6qj02zSeEJGWZ4c0dn5QzJ,79,2022,0.417,0.202,0,-10.976,1,0.0357,0.935,0.0,0.108,0.323,118.029,194544,4
Burna Boy,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",Last Last,5YbPxJwPfrj7uswNwoF1pJ,84,2022,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,172342,4
Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'pop']",Churchill Downs (feat. Drake),3EMp20j5E42MxfFbsEsIvD,78,2022,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,309327,4
Los Gemelos De Sinaloa,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana']",No Le Aflojo,7ifMxHITc3NIipJO4R5NGb,78,2022,0.698,0.687,5,-4.115,0,0.0501,0.195,0.0,0.0829,0.773,116.765,202876,4
Conan Gray,"['bedroom pop', 'pop']",Memories,5UXJzLFdBn6u9FJTCnoHrH,79,2022,0.34,0.684,11,-6.306,1,0.044,0.00979,0.0,0.348,0.556,112.969,248819,4
Key Glock,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",From Nothing,5RtOqP26S4KrWexNolBaQc,74,2022,0.821,0.716,9,-6.514,1,0.301,0.0726,0.0,0.154,0.529,125.005,169307,4
Chris Lane,"['contemporary country', 'country', 'country road']",Dancin' In The Moonlight (feat. Lauren Alaina),0pnKcAh5binHOP9HexWwnZ,74,2022,0.589,0.829,8,-4.861,0,0.0332,0.0196,0.0,0.128,0.563,121.998,199000,4
Maddie & Tae,"['contemporary country', 'country', 'country road', 'pop']",Every Night Every Morning,4qbibbQ1yK0rPl0JUJS0bz,73,2022,0.618,0.75,7,-4.608,1,0.0287,0.00799,0.0,0.141,0.619,123.885,196890,4
NAV,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'rap', 'toronto rap', 'trap']",Count on Me (Intro),3ATYEwUKUDn6IotwlfVaSl,73,2022,0.59,0.54,6,-6.862,1,0.1,0.677,0.000157,0.148,0.325,79.988,126508,4
Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']",Thinking 'Bout You (feat. MacKenzie Porter),4wBjKhJx6JnGoNJfJs24pd,74,2022,0.403,0.711,8,-4.189,1,0.0569,0.137,0.0,0.109,0.801,203.803,170560,4
YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",Put It On Me,2FWeNvUo79OeiHWoR1bUsO,73,2022,0.665,0.666,9,-7.009,1,0.429,0.0331,0.0,0.0841,0.844,164.205,152195,4
Fuerza Regida,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",Billete Grande (En Vivo),3XfUFGzbr0LmwFVoLXd9cO,79,2022,0.751,0.601,5,-5.912,0,0.0828,0.533,0.0,0.377,0.56,100.994,163940,1
NLE Choppa,['memphis hip hop'],Capo,1vux5TJpXtc7tbjA1YODpp,76,2022,0.614,0.953,2,-4.162,1,0.0688,0.119,0.0,0.331,0.593,154.969,192200,4
YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",Vette Motors,0HrWshW3SuFJ6nKS9ba9Mh,73,2022,0.83,0.644,10,-5.431,0,0.407,0.0298,0.0,0.11,0.227,155.103,173419,4
Los Gemelos De Sinaloa,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana']",Andamos Mejor,3K56RPWS4q200IwHiIZcUD,79,2022,0.855,0.59,9,-8.55,1,0.0751,0.28,0.0982,0.149,0.283,110.016,137184,4
Zach Bryan,['oklahoma country'],Sun to Me,1SjsVdSXpwm1kTdYEHoPIT,73,2022,0.505,0.27,9,-9.165,0,0.0333,0.593,0.0,0.133,0.557,98.721,163032,4
Zach Bryan,['oklahoma country'],Heavy Eyes,2gJj6WtAxXjApMs3PXsCeX,73,2022,0.471,0.912,5,-3.032,1,0.0724,0.032,0.0,0.343,0.613,139.667,190780,4
Destroy Lonely,"['pluggnb', 'vapor trap']",NOSTYLIST,42tD9J0KCPFSc1d2hFTvAf,74,2022,0.567,0.773,11,-5.166,0,0.0775,0.0396,0.0,0.111,0.496,160.08,180000,4
Charlie Puth,"['dance pop', 'pop', 'viral pop']",Light Switch,1BSMpVGWs3v5BZKnAQziAc,82,2022,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,185681,4
Tyga,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Freaky Deaky,3vySEUpD0tc801F2WZDLYw,78,2022,0.799,0.653,2,-5.453,0,0.037,0.019,0.0,0.0935,0.236,104.019,215281,4
Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",So Good,6kxaaIeowajN7w21PfMLbu,77,2022,0.576,0.627,3,-4.649,0,0.0449,0.0385,0.0,0.181,0.311,164.998,176059,4
